distance_cm,weight_kg,vibration_g,vibration_x,vibration_y,vibration_z,material_flow_rate_tph,state_label,is_anomaly,fault_type,signal_dropout,bed_height_cm,true_distance_cm,true_weight_kg,gravity_accel_mps2,friction_angle_deg,effective_accel_mps2,ore_velocity_mps,hx711_electrical_noise_kg,hx711_drift_kg,mpu6050_bias_g,mpu6050_jitter_g
28.0,649.5,1.39,0.42,0.44,1.21,111.4,1,0,none,False,71.662,28.338,646.082,9.81,31.906,4.53272,1.043,-0.9156,4.3024,0.00248,0.01379
65.6,230.0,3.1,1.38,1.0,2.58,238.9,0,0,none,False,34.062,65.938,238.874,9.81,25.602,5.3397,2.5471,-2.3765,-6.3936,-0.05501,-0.01824
49.0,362.5,3.22,1.5,1.19,2.6,268.6,0,0,none,False,50.539,49.461,372.811,9.81,23.299,5.61271,2.61141,-2.3303,-8.0,-0.04736,0.01038
24.5,647.5,1.45,0.61,0.61,1.17,103.5,1,0,none,False,74.54,25.46,642.814,9.81,29.113,4.90241,1.0847,1.0381,3.6456,0.03225,-0.00559
58.2,266.0,3.08,0.94,1.31,2.62,232.4,0,0,none,False,41.267,58.733,275.163,9.81,28.556,4.97362,2.45824,-3.2101,-5.8389,0.00222,0.01152
23.0,699.0,1.38,0.56,0.62,1.08,106.0,1,0,none,False,77.066,22.934,697.347,9.81,31.236,4.62339,1.05338,-0.5799,2.4755,0.01694,-0.02101
54.4,306.5,3.21,0.98,1.16,2.82,229.3,0,0,none,False,45.711,54.289,312.099,9.81,24.16,5.51185,2.58784,-0.7909,-4.648,-0.04182,0.02776
54.2,323.5,3.14,1.06,1.35,2.68,229.2,0,0,none,False,45.518,54.482,322.555,9.81,26.168,5.27107,2.53068,3.1059,-2.2742,-0.01574,0.00379
66.4,234.0,3.08,0.98,1.31,2.64,238.2,0,0,none,False,33.641,66.359,228.338,9.81,27.022,5.16618,2.50538,0.0612,5.561,-0.03768,-0.00556
22.9,708.5,1.43,0.48,0.55,1.23,92.2,1,0,none,False,76.58,23.42,710.707,9.81,32.352,4.47159,1.03594,1.8246,-4.127,0.05905,0.00351
49.8,328.5,3.17,1.26,1.38,2.59,251.5,0,0,none,False,49.395,50.605,331.534,9.81,24.852,5.42979,2.5685,0.7514,-3.6758,-0.04721,0.01958
5.7,1196.5,0.17,0.07,0.05,0.2,6.1,2,0,none,False,94.195,5.805,1201.26,9.81,37.979,3.64301,0.0374,-0.9547,-3.633,0.02914,-0.02579
23.9,691.0,1.26,0.6,0.57,0.94,92.2,1,0,none,False,76.004,23.996,691.786,9.81,33.305,4.33913,1.02049,0.309,-1.1676,-0.07482,-0.00904
26.9,658.0,1.38,0.54,0.63,1.07,97.0,1,0,none,False,72.939,27.061,656.753,9.81,30.067,4.77852,1.07091,-4.0835,5.2576,-0.01504,-0.00704
62.1,266.5,3.17,1.11,1.02,2.79,255.7,0,0,none,False,37.654,62.346,263.605,9.81,24.077,5.52164,2.59013,4.3977,-1.4676,-0.05677,-0.00053
56.9,290.0,3.19,1.4,1.07,2.66,228.3,0,0,none,False,43.02,56.98,290.096,9.81,23.902,5.5422,2.59495,-2.7903,2.4477,-0.01302,-0.03225
59.0,276.5,3.21,1.0,0.96,2.87,229.4,0,0,none,False,41.069,58.931,277.612,9.81,24.947,5.4184,2.56581,0.2596,-1.2729,-0.0263,0.0328
57.1,270.5,3.27,1.06,1.55,2.67,235.5,0,0,none,False,43.303,56.697,277.066,9.81,21.228,5.85025,2.66609,-1.01,-5.504,-0.01366,-0.0317
50.9,354.0,3.19,1.47,1.18,2.59,241.5,0,0,none,False,49.296,50.704,347.554,9.81,23.757,5.55918,2.59892,0.3076,6.1231,-0.01869,-0.02773
12.2,1119.0,0.23,0.09,0.13,0.22,4.3,2,0,none,False,88.432,11.568,1122.873,9.81,39.516,3.39494,0.03611,-1.1582,-2.5958,0.06488,-0.0006
57.6,283.0,3.18,1.35,0.98,2.71,250.8,0,0,none,False,42.93,57.07,286.176,9.81,24.324,5.49251,2.58329,-0.4052,-2.8218,-0.0375,-0.00128
47.1,347.0,3.13,1.13,1.16,2.68,247.1,0,0,none,False,53.023,46.977,342.701,9.81,26.96,5.17385,2.50723,1.5433,2.7986,-0.03059,0.03332
57.8,280.5,3.07,1.32,0.95,2.59,228.2,0,0,none,False,41.576,58.424,284.024,9.81,29.517,4.85024,2.42756,1.8373,-5.3539,-0.00192,0.04038
53.9,326.5,3.2,1.28,1.41,2.53,259.1,0,0,none,False,46.225,53.775,321.106,9.81,24.198,5.50738,2.58679,0.8625,4.6804,-0.0568,0.03533
52.2,326.5,3.06,1.18,1.04,2.66,223.0,0,0,none,False,48.285,51.715,332.724,9.81,28.254,5.01205,2.46772,-1.7382,-4.6598,-0.04781,0.02601
50.5,318.5,3.25,1.34,1.02,2.83,235.9,0,0,none,False,49.104,50.896,323.799,9.81,22.236,5.73547,2.63981,-0.6751,-4.6751,-0.03931,-0.0007
8.8,1047.0,0.15,0.07,0.08,0.1,1.6,2,0,none,False,91.404,8.596,1050.169,9.81,39.721,3.36092,0.03592,0.9332,-3.9335,0.02057,-0.02957
54.5,290.0,3.15,0.97,1.48,2.59,253.8,0,0,none,False,45.571,54.429,292.734,9.81,25.203,5.3878,2.55855,3.843,-6.5019,-0.03876,-0.00105
67.6,221.0,3.19,1.12,1.21,2.72,234.6,0,0,none,False,32.121,67.879,224.846,9.81,22.964,5.65165,2.62045,1.361,-5.4131,-0.03834,-0.0389
64.2,228.0,3.28,1.2,1.32,2.78,263.2,0,0,none,False,35.485,64.515,229.16,9.81,23.974,5.53373,2.59297,2.421,-3.5373,0.02856,0.02366
10.3,1076.0,0.16,0.1,0.08,0.19,6.5,2,0,none,False,89.799,10.201,1078.228,9.81,38.844,3.50467,0.03669,2.9574,-5.254,-0.01729,0.01708
48.2,347.0,3.15,1.5,1.48,2.32,237.7,0,0,none,False,51.403,48.597,351.809,9.81,26.94,5.17632,2.50783,2.4794,-7.3781,-0.04535,0.06944
59.8,271.0,3.12,1.31,1.56,2.38,236.0,0,0,none,False,40.222,59.778,275.368,9.81,26.102,5.27909,2.53261,0.5131,-5.0102,-0.01596,-0.01831
25.7,637.5,1.47,0.72,0.7,1.08,100.4,1,0,none,False,74.168,25.832,640.539,9.81,32.208,4.49139,1.03824,0.939,-4.1727,0.06035,0.04637
45.8,366.5,3.29,1.52,1.45,2.54,246.2,0,0,none,False,54.306,45.694,362.536,9.81,24.086,5.52059,2.58989,-0.0568,3.8816,-0.00229,0.06236
19.5,777.5,1.32,0.53,0.45,1.16,99.2,1,0,none,False,80.765,19.235,781.191,9.81,34.752,4.13216,0.99585,2.4779,-6.2898,0.0477,-0.04305
54.8,310.0,3.1,1.28,1.34,2.48,230.3,0,0,none,False,44.479,55.521,302.635,9.81,25.498,5.35226,2.5501,0.2062,7.1141,-0.0334,-0.0478
28.7,663.0,1.35,0.6,0.51,1.08,90.6,1,0,none,False,71.101,28.899,666.374,9.81,34.047,4.23383,1.00803,3.0873,-6.4265,0.0525,-0.03663
52.3,335.5,3.1,1.53,1.5,2.22,239.1,0,0,none,False,47.707,52.293,336.344,9.81,27.378,5.12198,2.49463,-0.5047,-0.3728,-0.05741,0.04326
62.0,257.5,3.32,1.45,1.46,2.58,244.1,0,0,none,False,38.105,61.895,259.418,9.81,21.184,5.85523,2.66723,-1.5239,-0.1791,-0.00613,0.00446
56.9,289.0,3.36,1.14,1.56,2.74,293.1,0,0,none,False,42.705,57.295,285.075,9.81,21.142,5.85998,2.66831,-0.4858,4.5328,-0.01443,0.05509
5.6,1114.5,0.14,0.06,0.06,0.13,0.6,2,0,none,False,94.728,5.272,1114.38,9.81,39.262,3.43672,0.03633,3.908,-3.916,-0.00708,-0.0123
9.3,1064.0,0.18,0.05,0.06,0.16,6.0,2,0,none,False,90.487,9.513,1063.643,9.81,39.032,3.47418,0.03653,1.4791,-1.007,-0.0036,0.02469
7.5,1084.5,0.15,0.09,0.05,0.1,0.4,2,0,none,False,92.334,7.666,1084.281,9.81,38.182,3.61087,0.03724,-0.3473,0.7678,-0.00545,-0.00729
47.9,331.0,3.19,0.99,1.04,2.86,248.6,0,0,none,False,52.123,47.877,335.46,9.81,23.64,5.57286,2.60212,0.7019,-5.3702,-0.04924,-0.00708
24.2,693.5,1.4,0.65,0.67,1.1,106.9,1,0,none,False,76.306,23.694,696.939,9.81,34.558,4.1603,0.99924,0.5704,-4.1842,0.05641,0.02214
54.3,312.0,3.24,1.63,1.49,2.4,229.9,0,0,none,False,45.348,54.652,307.076,9.81,24.636,5.45546,2.57457,-0.3842,5.3933,-0.00047,0.02632
48.6,341.5,2.99,1.16,1.0,2.56,237.1,0,0,none,False,51.129,48.871,345.352,9.81,29.183,4.89343,2.43834,2.3001,-6.1596,-0.04025,-0.01342
52.2,333.0,3.14,1.25,1.02,2.68,244.1,0,0,none,False,47.869,52.131,332.985,9.81,25.875,5.30675,2.53923,1.9005,-1.862,-0.04001,0.01368
58.4,300.0,3.09,1.54,1.28,2.37,243.0,0,0,none,False,42.579,57.421,302.478,9.81,26.985,5.17078,2.50649,3.2724,-5.8615,-0.05407,0.01828
51.3,309.5,3.23,1.03,1.5,2.62,259.5,0,0,none,False,48.524,51.476,317.335,9.81,22.515,5.70342,2.63242,-1.2223,-6.5324,-0.02292,-0.02732
24.9,675.0,1.36,0.42,0.53,1.19,91.4,1,0,none,False,75.304,24.696,672.246,9.81,33.492,4.31271,1.01737,-1.691,4.4398,0.0048,0.01317
55.5,319.0,3.22,1.53,1.05,2.61,254.0,0,0,none,False,44.653,55.347,324.589,9.81,24.596,5.46017,2.57568,-0.0896,-5.3912,-0.04977,0.0581
47.6,367.5,3.21,1.02,1.58,2.57,232.7,0,0,none,False,52.281,47.719,375.083,9.81,24.867,5.42796,2.56807,-1.8095,-5.6282,-0.00207,0.00851
5.5,1154.5,0.22,0.08,0.08,0.2,1.6,2,0,none,False,93.829,6.171,1157.742,9.81,38.459,3.56666,0.03701,-0.1391,-3.0922,0.04396,0.01566
58.5,293.5,3.14,1.1,1.12,2.71,271.1,0,0,none,False,41.992,58.008,295.727,9.81,25.793,5.31661,2.54159,0.2513,-2.3307,-0.04529,0.01396
58.8,288.0,3.08,1.02,1.48,2.49,249.3,0,0,none,False,41.34,58.66,281.787,9.81,26.833,5.18958,2.51104,-0.1308,6.3715,-0.02404,-0.02682
29.2,631.0,1.49,0.47,0.59,1.29,103.3,1,0,none,False,70.835,29.165,635.627,9.81,29.571,4.84319,1.07813,0.3862,-4.9986,0.08,-0.00852
59.1,305.0,3.2,1.13,0.99,2.83,243.6,0,0,none,False,41.275,58.725,309.623,9.81,24.283,5.49735,2.58443,0.9641,-5.7346,-0.0609,0.04076
57.9,285.0,3.07,1.2,1.44,2.4,229.7,0,0,none,False,41.584,58.416,288.786,9.81,27.932,5.05263,2.47769,-0.2414,-3.4884,-0.02871,0.00726
63.0,239.5,3.16,1.34,1.32,2.53,262.6,0,0,none,False,36.634,63.366,245.305,9.81,24.458,5.4766,2.57955,2.2265,-7.893,-0.00763,-0.04535
45.1,400.0,3.36,1.43,1.33,2.7,255.6,0,0,none,False,55.367,44.633,397.352,9.81,20.928,5.88407,2.67379,-5.3096,7.8609,0.00911,0.02444
4.6,1158.0,0.19,0.06,0.09,0.13,5.2,2,0,none,False,95.296,4.704,1156.22,9.81,37.629,3.69813,0.03768,2.8016,-1.1076,0.00544,0.01743
45.2,370.0,3.21,1.34,1.31,2.6,250.0,0,0,none,False,55.05,44.95,376.948,9.81,25.111,5.39877,2.56115,-2.9814,-3.8293,0.01524,0.00482
8.5,1087.5,0.16,0.11,0.06,0.14,4.0,2,0,none,False,91.331,8.669,1094.158,9.81,37.326,3.74534,0.03792,-1.7509,-5.123,-0.01674,0.00837
56.4,293.0,3.16,1.41,1.48,2.36,230.1,0,0,none,False,43.574,56.426,295.24,9.81,24.979,5.41462,2.56491,2.9902,-5.1401,-0.01607,-0.01781
39.1,530.5,1.44,0.54,0.6,1.21,108.8,1,0,none,False,60.764,39.236,530.222,9.81,29.491,4.85351,1.07928,-1.452,1.619,0.04008,-0.019
28.6,645.5,1.46,0.45,0.67,1.23,97.0,1,0,none,False,71.139,28.861,646.653,9.81,31.056,4.64747,1.05612,-2.2499,1.0161,0.06941,0.00523
56.0,305.5,3.22,1.57,1.23,2.55,253.3,0,0,none,False,43.938,56.062,313.728,9.81,23.529,5.58595,2.60517,-3.4866,-4.6245,-0.03181,0.00106
8.2,1068.0,0.25,0.13,0.13,0.2,0.8,2,0,none,False,91.936,8.064,1070.446,9.81,37.373,3.73802,0.03789,0.6749,-3.3292,0.04962,0.03428
28.5,610.0,1.41,0.69,0.54,1.13,95.3,1,0,none,False,71.558,28.442,611.985,9.81,33.134,4.36311,1.0233,1.2248,-3.4375,0.06599,-0.00537
26.8,630.5,1.37,0.63,0.66,1.01,91.5,1,0,none,False,72.454,27.546,638.806,9.81,32.693,4.42459,1.03049,-2.7699,-5.3815,0.05149,-0.03806
24.8,696.5,1.4,0.65,0.61,1.11,93.0,1,0,none,False,75.024,24.976,706.783,9.81,32.254,4.48511,1.03751,-3.2108,-7.2569,0.04901,-0.01747
43.0,371.0,3.03,1.29,0.98,2.54,236.2,0,0,none,False,57.345,42.655,377.195,9.81,28.347,5.00018,2.4648,0.7964,-7.2007,-0.05122,0.00573
28.2,656.0,1.42,0.44,0.59,1.2,92.8,1,0,none,False,72.196,27.804,652.76,9.81,31.874,4.5371,1.04351,1.8715,1.3727,0.04352,0.00616
61.0,273.5,3.06,1.28,1.23,2.51,239.2,0,0,none,False,39.297,60.703,275.83,9.81,26.949,5.17525,2.50758,-1.3677,-0.8635,-0.05415,-0.01556
53.1,300.5,3.21,1.6,1.37,2.43,254.3,0,0,none,False,47.043,52.957,311.493,9.81,25.007,5.41126,2.56411,-7.0118,-3.9331,-0.00323,0.01796
57.2,315.5,3.08,1.31,0.95,2.62,230.3,0,0,none,False,42.183,57.817,312.665,9.81,26.456,5.23591,2.52223,0.0592,2.794,-0.0648,-0.0042
5.4,1169.0,0.18,0.07,0.06,0.16,4.0,2,0,none,False,95.105,4.895,1174.983,9.81,37.049,3.78827,0.03814,-4.1007,-1.7901,0.01882,-0.00161
47.9,359.0,3.15,0.99,1.05,2.81,250.8,0,0,none,False,52.148,47.852,359.89,9.81,23.608,5.57671,2.60302,-0.1786,-0.5844,-0.04626,-0.04794
9.4,1068.5,0.21,0.07,0.05,0.21,2.2,2,0,none,False,90.77,9.23,1071.876,9.81,39.436,3.40804,0.03618,-1.4458,-2.1658,0.02133,0.02888
10.8,1019.5,0.22,0.09,0.08,0.19,5.3,2,0,none,False,88.709,11.291,1023.138,9.81,38.159,3.6146,0.03726,-0.8998,-2.6022,0.03243,0.02136
14.0,974.5,0.2,0.08,0.08,0.13,4.1,2,0,none,False,85.879,14.121,977.524,9.81,35.98,3.95075,0.03895,0.2468,-3.113,0.04171,-0.0102
47.1,397.5,3.2,1.3,1.18,2.64,256.0,0,0,none,False,52.823,47.177,391.828,9.81,23.937,5.53812,2.594,1.3614,4.3788,-0.05501,0.02041
53.4,320.5,3.22,1.19,1.46,2.66,266.8,0,0,none,False,46.396,53.604,324.227,9.81,21.661,5.80114,2.65488,1.9348,-5.4289,-0.03313,-0.05457
27.1,659.0,1.45,0.56,0.5,1.27,104.6,1,0,none,False,72.645,27.355,657.145,9.81,29.175,4.89445,1.08382,0.3636,1.6221,0.03895,-0.009
28.3,653.0,1.51,0.59,0.5,1.32,100.4,1,0,none,False,71.548,28.452,661.938,9.81,28.391,4.99461,1.09485,-1.2753,-7.788,0.04411,0.03522
51.1,334.0,3.09,1.14,1.55,2.42,236.1,0,0,none,False,49.215,50.785,335.875,9.81,26.971,5.17253,2.50691,-0.8531,-0.8058,-0.02111,-0.01749
8.7,1032.5,0.21,0.09,0.11,0.14,2.9,2,0,none,False,91.83,8.17,1036.102,9.81,37.799,3.67149,0.03755,-1.2037,-2.5679,0.01118,0.02996
51.1,345.0,3.15,1.01,1.52,2.58,246.4,0,0,none,False,49.363,50.637,339.381,9.81,26.796,5.19405,2.51212,-1.7742,7.3091,0.01824,-0.00622
57.3,286.5,3.18,1.01,1.52,2.55,227.8,0,0,none,False,42.918,57.082,291.576,9.81,25.551,5.34593,2.54859,2.3134,-7.5947,-0.00172,-0.00135
8.4,1106.5,0.18,0.09,0.1,0.11,1.6,2,0,none,False,92.534,7.466,1109.633,9.81,40.8,3.17895,0.03494,-0.9831,-1.9887,0.01402,0.00066
8.9,1104.0,0.17,0.07,0.06,0.14,4.4,2,0,none,False,90.964,9.036,1105.703,9.81,37.085,3.78262,0.03811,1.1252,-2.9907,0.00028,0.00474
23.2,730.5,1.42,0.7,0.5,1.15,100.3,1,0,none,False,77.03,22.97,737.16,9.81,31.179,4.63101,1.05425,0.2027,-7.0533,0.03004,0.00746
28.5,609.5,1.48,0.73,0.57,1.2,105.0,1,0,none,False,71.78,28.22,612.906,9.81,29.355,4.87112,1.08123,1.6231,-5.0633,0.05939,0.00567
57.0,311.5,3.04,1.0,1.33,2.54,230.8,0,0,none,False,43.092,56.908,318.013,9.81,27.352,5.12526,2.49544,-1.1555,-5.5435,-0.0549,-0.02278
51.9,321.5,3.23,1.48,1.59,2.37,268.4,0,0,none,False,48.064,51.936,320.532,9.81,22.212,5.73822,2.64044,0.8929,-0.1681,-0.05339,-0.0018
34.7,584.0,1.39,0.63,0.59,1.09,99.6,1,0,none,False,65.452,34.548,583.693,9.81,33.711,4.28168,1.01371,-1.9043,2.432,0.06807,-0.00983
57.2,297.5,3.27,1.14,1.39,2.75,255.2,0,0,none,False,42.601,57.399,301.078,9.81,22.726,5.67912,2.62681,0.2491,-3.9014,-0.04848,0.04522
52.3,328.0,3.19,1.33,1.11,2.69,254.6,0,0,none,False,47.522,52.478,324.868,9.81,24.783,5.43797,2.57043,1.7827,1.2651,-0.04161,0.03114
53.6,294.5,3.18,1.22,1.03,2.78,246.9,0,0,none,False,46.228,53.772,299.936,9.81,23.644,5.57247,2.60203,0.8241,-6.2837,-0.04063,-0.01905
52.1,294.0,3.22,1.51,1.57,2.34,247.3,0,0,none,False,47.728,52.272,301.675,9.81,23.896,5.54289,2.59511,-2.8412,-4.6941,0.00751,-0.01876
56.7,288.5,3.26,1.45,1.48,2.51,246.1,0,0,none,False,43.657,56.343,296.022,9.81,21.816,5.78355,2.65085,-1.6894,-5.9105,-0.00312,-0.0354
53.8,299.5,3.11,1.14,0.95,2.76,238.1,0,0,none,False,46.188,53.812,296.077,9.81,25.605,5.33937,2.54703,1.1407,2.4991,-0.04987,-0.01867
55.6,1326.5,5.98,2.95,1.88,4.85,259.9,0,1,load_cell_drift,False,44.851,55.149,303.038,9.81,19.047,6.09331,2.72091,-0.4872,0.3089,0.06672,0.00419
57.0,305.5,3.2,1.2,1.4,2.61,259.7,0,0,none,False,43.456,56.544,307.956,9.81,23.182,5.62634,2.61458,-0.152,-2.4854,-0.03635,-0.02271
51.2,347.0,3.12,1.47,1.05,2.55,254.3,0,0,none,False,49.481,50.519,352.587,9.81,26.203,5.26685,2.52967,-0.1507,-5.4155,-0.05371,0.02134
61.2,268.0,3.17,1.13,1.18,2.68,224.9,0,0,none,False,39.13,60.87,272.441,9.81,25.65,5.33391,2.54572,1.1904,-5.5341,-0.01553,0.00573
53.9,335.0,3.21,1.62,0.98,2.6,273.2,0,0,none,False,46.535,53.465,341.143,9.81,21.423,5.8282,2.66106,0.4561,-6.6413,-0.06307,-0.04278
46.0,372.0,3.09,1.38,1.28,2.44,250.3,0,0,none,False,54.508,45.492,375.568,9.81,26.438,5.23804,2.52274,-1.6152,-1.8261,-0.04205,-0.01544
31.3,672.5,1.34,0.54,0.39,1.15,109.6,1,0,none,False,69.343,30.657,664.328,9.81,32.397,4.46543,1.03523,2.4945,5.4334,-0.01433,-0.01014
59.8,271.0,3.08,1.23,0.94,2.68,259.2,0,0,none,False,39.601,60.399,279.206,9.81,26.58,5.2206,2.51854,-3.2254,-4.9486,-0.00626,-0.05475
53.5,336.5,3.11,1.12,1.22,2.65,246.6,0,0,none,False,46.309,53.691,341.815,9.81,26.589,5.21959,2.51829,-2.7239,-2.8213,-0.04722,0.01937
53.1,326.5,3.14,1.38,1.08,2.58,249.0,0,0,none,False,47.187,52.813,327.922,9.81,25.034,5.40804,2.56335,1.0822,-2.2666,-0.04657,-0.01264
44.4,373.0,3.08,1.38,1.45,2.33,244.7,0,0,none,False,55.475,44.525,380.684,9.81,26.919,5.17895,2.50847,-1.3321,-6.545,-0.01814,-0.0353
23.1,683.0,1.35,0.59,0.65,0.96,94.7,1,0,none,False,77.197,22.803,679.803,9.81,33.996,4.24117,1.0089,-1.0386,4.0028,0.00511,0.01644
59.4,1343.5,6.36,2.99,2.1,5.19,250.1,0,1,load_cell_drift,False,40.62,59.38,287.411,9.81,20.976,5.87872,2.67257,1.736,1.7538,0.00464,-0.02063
59.2,280.0,3.08,1.09,1.19,2.63,236.9,0,0,none,False,41.141,58.859,278.966,9.81,28.776,4.94566,2.45132,1.7944,-0.5224,-0.06287,0.07689
54.3,301.0,3.31,1.5,1.41,2.63,244.1,0,0,none,False,46.101,53.899,302.734,9.81,22.012,5.76119,2.64572,4.0431,-5.7997,0.00448,0.00951
50.4,371.0,2.99,1.03,1.09,2.59,232.8,0,0,none,False,49.499,50.501,374.372,9.81,28.937,4.92496,2.44619,1.2055,-4.6382,0.00689,-0.07197
62.8,245.0,3.08,1.12,1.15,2.58,248.5,0,0,none,False,36.76,63.24,251.516,9.81,27.154,5.14977,2.50139,-2.098,-4.4212,-0.01554,-0.02904
49.8,326.0,3.18,1.07,1.45,2.61,248.5,0,0,none,False,50.31,49.69,330.517,9.81,24.759,5.44081,2.57111,0.621,-5.1996,-0.00555,-0.01686
61.4,270.5,3.19,1.1,1.21,2.75,265.2,0,0,none,False,39.104,60.896,265.531,9.81,24.107,5.51802,2.58928,3.8014,1.1625,-0.04097,-0.00104
57.7,286.0,3.1,1.46,1.48,2.31,245.3,0,0,none,False,42.461,57.539,297.927,9.81,24.34,5.49062,2.58285,-4.017,-7.6667,-0.05742,-0.06031
55.8,311.5,3.13,1.1,1.34,2.6,230.9,0,0,none,False,44.48,55.52,313.86,9.81,24.453,5.47723,2.5797,-1.2282,-1.3146,-0.03264,-0.04826
23.7,767.5,1.43,0.63,0.6,1.1,95.8,1,0,none,False,77.137,22.863,763.697,9.81,31.511,4.58633,1.04915,1.5967,2.2861,0.07584,-0.02162
28.4,661.0,1.4,0.41,0.71,1.15,98.9,1,0,none,False,71.348,28.652,668.331,9.81,32.49,4.45263,1.03375,-0.0331,-7.4833,0.04583,-0.00246
3.2,1132.0,0.2,0.08,0.11,0.16,1.1,2,0,none,False,96.545,3.455,1131.889,9.81,41.271,3.09776,0.03449,2.0444,-2.1462,0.02476,0.01404
48.3,341.0,3.14,1.49,1.25,2.46,226.9,0,0,none,False,52.078,47.922,344.449,9.81,23.973,5.53391,2.59301,2.2459,-5.8883,-0.05123,-0.04386
3.6,1102.5,0.17,0.1,0.06,0.15,5.0,2,0,none,False,95.881,4.119,1104.858,9.81,39.919,3.32804,0.03575,-0.3493,-2.1895,0.01772,-0.0093
58.4,265.0,3.18,1.18,1.33,2.62,253.7,0,0,none,False,41.459,58.541,256.769,9.81,25.9,5.30367,2.5385,0.7763,7.2923,-0.02612,0.04327
24.6,648.0,1.37,0.6,0.6,1.05,95.0,1,0,none,False,74.951,25.049,648.277,9.81,33.813,4.26726,1.012,-4.5628,4.4282,0.01136,0.02161
53.2,326.5,3.36,1.21,1.05,2.96,242.1,0,0,none,False,46.684,53.316,332.843,9.81,21.413,5.82933,2.66132,-1.3323,-5.1527,0.00756,0.04029
58.3,281.0,3.12,1.38,1.04,2.59,254.5,0,0,none,False,41.039,58.961,284.826,9.81,27.915,5.05475,2.47821,-0.4894,-3.3987,-0.03998,0.07092
22.3,666.0,1.38,0.57,0.64,1.08,95.1,1,0,none,False,78.036,21.964,671.326,9.81,33.347,4.33316,1.01978,0.2794,-5.6291,0.04837,-0.01671
47.4,344.5,3.14,1.21,1.44,2.52,259.5,0,0,none,False,52.652,47.348,347.964,9.81,25.259,5.38099,2.55693,1.0479,-4.7249,-0.01064,-0.03387
52.6,334.5,3.13,0.98,1.1,2.75,243.9,0,0,none,False,46.884,53.116,339.92,9.81,26.379,5.24533,2.5245,-0.6882,-4.5848,-0.04958,0.03488
68.5,222.0,3.16,0.97,1.27,2.73,236.8,0,0,none,False,31.354,68.646,227.045,9.81,25.561,5.34471,2.5483,2.7949,-7.8886,-0.03162,0.01152
9.1,1104.0,0.16,0.0,0.07,0.14,4.0,2,0,none,False,91.042,8.958,1108.515,9.81,37.338,3.74354,0.03791,-3.1126,-1.4149,0.01973,-0.02178
4.9,1067.0,0.1,0.06,0.03,0.09,3.4,2,0,none,False,95.029,4.971,1070.364,9.81,39.582,3.38393,0.03605,2.5353,-5.6973,-0.01951,-0.04098
51.8,335.5,3.1,1.34,1.18,2.53,229.6,0,0,none,False,48.705,51.295,328.391,9.81,28.121,5.02883,2.47185,2.4585,4.6896,-0.02335,0.03838
59.8,291.0,3.09,1.21,1.5,2.41,220.0,0,0,none,False,39.445,60.555,291.228,9.81,26.815,5.1918,2.51158,1.2937,-1.5975,-0.04623,0.00109
54.0,329.5,3.25,1.04,1.5,2.69,269.6,0,0,none,False,46.613,53.387,328.323,9.81,22.044,5.75749,2.64487,0.2487,0.9364,-0.04183,-0.00054
30.1,585.0,1.32,0.4,0.41,1.15,104.0,1,0,none,False,69.466,30.534,589.271,9.81,30.097,4.77449,1.07046,-1.8673,-2.3067,-0.07452,-0.01059
29.1,656.5,1.33,0.43,0.51,1.14,89.1,1,0,none,False,71.363,28.637,652.549,9.81,33.648,4.29061,1.01476,-0.2239,4.3764,0.00772,-0.01512
56.0,298.0,3.13,1.55,1.55,2.28,250.5,0,0,none,False,43.992,56.008,305.554,9.81,25.039,5.40743,2.56321,-0.9315,-6.6731,-0.07357,0.01069
64.3,221.5,3.33,1.57,1.05,2.73,231.8,0,0,none,False,36.166,63.834,230.264,9.81,22.53,5.70174,2.63204,-1.2636,-7.528,-0.00164,0.05408
53.1,330.5,3.23,1.49,1.14,2.65,253.1,0,0,none,False,47.116,52.884,338.443,9.81,25.141,5.39519,2.5603,-2.8731,-5.1506,-0.01435,0.05171
23.5,697.5,1.31,0.5,0.48,1.16,112.4,1,0,none,False,76.635,23.365,696.608,9.81,30.01,4.7859,1.07174,0.6299,0.2022,-0.06654,-0.029
60.2,263.5,3.29,1.5,1.18,2.74,277.7,0,0,none,False,39.676,60.324,266.607,9.81,21.99,5.76365,2.64629,1.0943,-4.366,0.00571,-0.01083
48.5,351.0,3.02,1.31,1.12,2.43,195.0,0,0,none,False,51.812,48.188,359.046,9.81,29.06,4.90926,2.44228,-0.6077,-7.6687,-0.00226,-0.03012
6.0,1135.5,0.13,0.02,0.06,0.14,4.4,2,0,none,False,93.316,6.684,1138.529,9.81,39.814,3.34548,0.03584,2.1432,-5.0338,-0.02831,-0.00433
56.0,287.5,3.23,1.14,1.3,2.72,242.1,0,0,none,False,44.48,55.52,296.114,9.81,24.45,5.47754,2.57977,-2.1995,-6.4535,-0.02028,0.03035
6.9,1124.0,0.14,0.03,0.08,0.12,5.0,2,0,none,False,93.615,6.385,1125.532,9.81,36.534,3.8671,0.03854,0.4164,-2.0347,0.02613,-0.04935
48.2,347.0,3.12,1.24,1.32,2.5,240.0,0,0,none,False,51.889,48.111,351.973,9.81,27.503,5.10644,2.49085,-0.8927,-4.0982,-0.04817,0.06054
51.5,347.0,3.14,1.6,1.27,2.45,226.9,0,0,none,False,48.557,51.443,344.284,9.81,25.541,5.34707,2.54886,-0.1,2.7183,-0.02945,-0.00749
